id,smiles,veber_pass,ghose_pass,egan_pass,muegge_pass,pains_flag,sa_score,tice_agro_pass,hazard_any,covalent_warhead_any,structural_alert_hits,green_chem_proxy,desirability
sunepitron,O=C1CCC(=O)N1CC1CCC2CN(c3ncccn3)CCN2C1,1,1,1,1,0,2.604,0,0,0,,2.557,0.7569
suproclone,CCC(=O)N1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1,1,0,1,1,0,3.189,0,0,1,acrylamide_warhead; cyp_pyridine_heme,3.732,0.669
suriclone,CN1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1,1,1,1,1,0,3.14,1,0,1,acrylamide_warhead; cyp_pyridine_heme,3.745,0.7228
suritozole,Cn1nc(-c2cccc(F)c2)n(C)c1=S,1,0,1,1,0,1.76,1,0,0,,2.94,0.7234
taglutimide(biglumide),O=C1CCC(N2C(=O)C3C4CCC(C4)C3C2=O)C(=O)N1,1,1,1,1,0,3.193,0,0,0,,2.529,0.7193
talopram,CNCCCC1(c2ccccc2)OC(C)(C)c2ccccc21,1,1,1,1,0,2.26,1,0,0,,1.853,0.7824
talsupram,CNCCCC1(c2ccccc2)SC(C)(C)c2ccccc21,1,1,1,1,0,2.26,1,0,0,,1.853,0.7743
taltrimide,CC(C)NS(=O)(=O)CCN1C(=O)c2ccccc2C1=O,1,1,1,1,0,1.638,0,0,0,,2.342,0.7315
tameridone,Cn1c(=O)c2c(ncn2CCN2CCC(c3c[nH]c4ccccc34)CC2)n(C)c1=O,1,1,1,1,0,2.859,1,0,0,,2.973,0.7167
tametraline,CNC1CCC(c2ccccc2)c2ccccc21,1,0,1,1,0,2.557,1,0,0,,1.831,0.7832
tamolarizine,COc1ccc(C(O)CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1OC,1,1,1,1,0,2.89,1,0,0,,2.402,0.6715
tampramine,CN(C)CCCN1c2ccccc2C(c2ccccc2)=Nc2cccnc21,1,1,1,1,0,2.679,1,0,0,cyp_pyridine_heme,2.471,0.7465
tandamine,CCn1c2c(c3ccccc31)CCSC2(C)CCN(C)C,1,1,1,1,0,2.053,1,0,0,,1.884,0.7846
tandospirone,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,1,1,1,1,0,3.453,1,0,0,,2.679,0.6998
taniplon,COc1nc2nc(-c3noc(C)n3)cn2c2c1CCCC2,1,1,1,1,0,2.306,1,0,0,,2.857,0.731
tasosartan,Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2,1,1,1,1,0,3.109,1,0,0,,3.1,0.6509
tazomeline,CCCCCCSc1nsnc1C1=CCCN(C)C1,1,0,1,1,0,1.223,1,0,0,,1.818,0.7257
tefludazine,OCCN1CCN([C@@H]2C[C@@H](c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CC1,1,1,1,1,0,2.935,1,0,0,,4.561,0.7653
teflutixol,OCCN1CCN(CCCC2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,1,1,1,1,0,2.696,1,0,0,,4.592,0.7305
tenilsetam,O=C1NCCNC1c1cccs1,1,0,1,0,0,1.74,0,0,0,cyp_terminal_thiophene,2.3,0.7146
tepirindole,CCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1,1,0,1,1,0,1.98,1,0,0,,2.574,0.7974
terguride,CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,1,1,1,1,0,2.99,1,0,0,,2.36,0.7959
tetrabarbital,CCCC(CC)C1(CC)C(=O)NC(=O)NC1=O,1,0,1,1,0,1.04,1,0,0,,1.582,0.7348
tetrantoin,O=C1NC(=O)C2(CCc3ccccc3C2)N1,1,0,1,1,0,2.82,0,0,0,,2.383,0.7319
thalidomide,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,1,0,1,1,0,2.403,0,0,0,,2.663,0.73
thebacon,COc1ccc2c3c1OC1C(OC(C)=O)=CCC4C(C2)N(C)CCC314,1,1,1,1,0,4.19,1,0,0,,2.66,0.7608
thialbarbital,C=CCC1(C2C=CCCC2)C(=O)NC(=S)NC1=O,1,0,1,1,0,1.756,1,0,0,,2.064,0.6712
thiamylal,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,1,0,1,1,0,1.24,1,0,0,,1.716,0.649
thiazesim(tiazesim),CN(C)CCN1C(=O)CC(c2ccccc2)Sc2ccccc21,1,1,1,1,0,2.381,1,0,0,,2.169,0.7728
thiopropazate,CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1,1,1,1,0,2.478,1,0,0,,3.052,0.7224
thioproperazine,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,1,1,1,1,0,2.455,1,0,0,,2.636,0.7384
thozalinone(tozalinone),CN(C)C1=NC(=O)C(c2ccccc2)O1,1,0,1,1,0,1.923,1,0,0,,2.182,0.7231
tiagabine,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,1,1,1,0,0,2.26,1,0,0,cyp_terminal_thiophene,2.14,0.5956
tianeptine,CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,1,1,1,1,0,2.423,1,0,0,,2.923,0.6068
tienocarbine,Cc1csc2ccc3[nH]c4c(c3c12)CN(C)CC4,1,0,1,1,0,2.36,1,0,0,cyp_terminal_thiophene,2.433,0.7392
tifemoxone,S=C1NCCC(COc2ccccc2)O1,1,0,1,1,0,1.814,1,0,0,,2.109,0.7304
tilidine,CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C,1,1,1,1,0,2.035,1,0,0,,1.674,0.6409
timelotem,CN1CCN2c3cc(F)ccc3C(c3cccs3)=NCC2C1,1,1,1,1,0,2.666,1,0,0,cyp_terminal_thiophene,3.099,0.7854
timiperone,O=C(CCCN1CCC(n2c(=S)[nH]c3ccccc32)CC1)c1ccc(F)cc1,1,1,1,0,0,2.524,1,0,0,cyp_imidazole_heme,3.052,0.6557
timirdine,N=C1SCCN1c1ccc(Cl)cc1N,1,0,1,1,0,1.713,1,0,0,cyp_aniline,2.994,0.7072
timobesone-acetate,CSC(=O)C1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3(F)[C@@H](O)C[C@@]21C,1,1,1,1,0,4.17,1,0,1,acrylamide_warhead,2.811,0.7316
tinidazole,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,1,0,1,1,0,1.0,0,0,0,,2.3,0.6282
tiomergine,CN1CC(CSc2ccccn2)C=C2c3cccc4[nH]cc(c34)CC21,1,1,1,1,0,3.407,1,0,0,cyp_pyridine_heme,2.751,0.7626
tioperidone,CCCSc1ccccc1N1CCN(CCCCn2c(=O)[nH]c3ccccc3c2=O)CC1,1,0,1,1,0,2.512,1,0,0,,2.504,0.6431
tiospirone,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,1,1,1,1,0,3.22,1,0,0,,2.677,0.6788
tipredane,CCS[C@]1(SC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,1,1,0,0,3.763,1,0,1,acrylamide_warhead,2.637,0.7084
tisocromide,COc1cc2c(cc1OC)S(=O)(=O)OC(C(=O)NC(C)CC(C)(C)N(C)C)C2,1,1,1,1,0,2.002,1,0,0,,2.059,0.5901
tixadil,CC(Cc1ccccc1)NCCC1c2ccccc2Sc2ccccc21,1,0,0,0,0,2.87,0,0,0,,2.231,0.7005
tixocortol,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CS,1,1,1,1,0,3.699,1,0,1,acrylamide_warhead,2.129,0.6959
tixocortol-pivalate,CC(C)(C)C(=O)SCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,1,1,1,0,3.821,1,0,1,acrylamide_warhead,2.116,0.6857
tofenacin,CNCCOC(c1ccccc1)c1ccccc1C,1,0,1,1,0,1.977,1,0,0,,1.68,0.7042
tofisopam,CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,1,1,1,1,0,2.424,1,0,0,,2.252,0.7276
toloxychlorinol,Cc1ccccc1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl,1,1,1,1,0,1.914,1,0,1,haloacetamide_warhead,5.163,0.6117
tolpiprazole,Cc1cccc(N2CCN(CCc3cc(C)[nH]n3)CC2)c1,1,1,1,1,0,1.905,1,0,0,,2.095,0.788
tolquinzole,CCC1(O)CCN2CCc3ccc(C)cc3C2C1,1,0,1,1,0,2.16,1,0,0,,1.733,0.758
tolufazepam,Cc1ccc(S(=O)(=O)CCN2C(=O)CN=C(c3ccccc3Cl)c3cc(Cl)ccc32)cc1,1,0,1,1,0,2.84,1,0,0,,3.817,0.635
tonazocine,CCCCCC(=O)CC[C@]1(C)[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2C,1,1,1,1,0,2.485,1,0,0,,1.69,0.7183
topiramate,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,1,1,1,1,0,2.29,0,0,0,,2.464,0.64
tracazolate,CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC,1,1,1,1,0,1.465,1,0,0,cyp_pyridine_heme,1.968,0.7003
tralonide,CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)[C@@]4(Cl)[C@@H](Cl)CC3(C)[C@]2(C(=O)CF)O1,1,0,1,1,0,4.74,1,0,1,acrylamide_warhead; haloacetamide_warhead,4.65,0.7131
tramadol,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,1,0,1,1,0,1.83,1,0,0,,1.574,0.7599
trebenzomine,CC1Oc2ccccc2CC1N(C)C,1,0,1,0,0,1.88,1,0,0,,1.629,0.7464
trefentanil,CCC(=O)N(c1ccccc1F)C1(c2ccccc2)CCN(CCn2nnn(CC)c2=O)CC1,1,1,1,1,0,2.552,1,0,0,,3.142,0.6905
triamcinolone-benetonide,CC(CNC(=O)c1ccccc1)C(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,1,0,1,0,0,5.53,0,0,1,acrylamide_warhead,3.487,0.6307
triamcinolone-furetonide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC(=O)c2cc3ccccc3o2)O1,1,0,1,0,0,5.635,0,0,1,acrylamide_warhead; cyp_terminal_furan,3.806,0.6052
tribromoethanol,OC(Br)(Br)CBr,1,0,1,1,0,1.0,1,0,1,haloacetamide_warhead,3.7,0.7085
tricetamide,CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1,1,1,1,1,0,1.21,1,0,0,,1.813,0.7236
triclodazol,O=C1N(C(O)C(Cl)(Cl)Cl)CNC1(c1ccccc1)c1ccccc1,1,1,1,1,0,2.498,1,0,1,haloacetamide_warhead,4.087,0.7431
triclofos,O=P(O)(O)OCC(Cl)(Cl)Cl,1,0,1,1,0,1.0,1,0,1,haloacetamide_warhead,4.1,0.5875
triclonide,CC1(C)O[C@@H]2C[C@H]3C4C[C@H](F)C5=CC(=O)C=CC5(C)[C@@]4(Cl)[C@@H](Cl)CC3(C)[C@]2(C(=O)CCl)O1,1,0,1,0,0,4.74,0,0,1,acrylamide_warhead; haloacetamide_warhead,4.65,0.6347
trizoxime,N/C(N=O)=C1\NNc2ccccc2N(Cc2ccccc2)C1=O,1,1,1,1,0,2.435,1,0,1,acrylamide_warhead; cyp_aniline,2.763,0.6789
trocimine,COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC,1,1,1,1,0,2.234,1,0,0,,1.811,0.7572
tryptophan(l-tryptophan),N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,1,0,1,1,0,2.032,1,0,0,,2.255,0.6071
uldazepam,C=CCONC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1,1,1,1,1,0,2.397,1,0,0,,3.561,0.6632
umespirone,CCCCN1C(=O)C2C(=O)N(CCCCN3CCN(c4ccccc4OC)CC3)C(=O)C(C1=O)C2(C)C,1,0,1,1,0,2.869,0,0,0,,2.415,0.5526
urethane,CCOC(N)=O,1,0,1,0,0,1.0,0,0,0,,1.967,0.6263
valaciclovir,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,0,0,0,0,0,1.764,0,0,0,,2.474,0.624
valdipromide,CCCC(CCC)(CCC)C(N)=O,1,0,1,0,0,1.0,1,0,0,,1.0,0.7145
valganciclovir(RS790702),CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21,0,0,0,0,0,2.014,0,0,0,,2.463,0.5772
valproatepivoxil,CCCC(CCC)C(=O)OCOC(=O)C(C)(C)C,1,0,1,1,0,1.0,1,0,0,,1.0,0.6916
valtrate,CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=C[C@H](OC(=O)CC(C)C)[C@]21CO1,1,1,1,1,0,3.432,1,0,1,epoxide_warhead,2.155,0.5741
velnacrine,Nc1c2c(nc3ccccc13)CCCC2O,1,0,1,1,0,2.251,1,0,0,cyp_pyridine_heme,2.216,0.6957
venlafaxine,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,1,1,1,1,0,1.574,1,0,0,,1.532,0.6948
veralipride,C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,1,1,1,1,0,1.905,0,0,0,,2.262,0.6375
vigabatrin,C=CC(N)CCC(=O)O,1,0,1,0,0,1.0,0,0,0,,1.6,0.6167
viloxazine,CCOc1ccccc1OCC1CNCCO1,1,0,1,1,0,1.644,1,0,0,,1.875,0.7709
vitamine(alpha-tocopherol),Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,0,0,0,0,0,2.118,0,0,0,,1.159,0.6235
xaliproden,FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1,1,0,0,0,0,2.66,0,0,0,,3.929,0.6913
xanthiol,OCCCN1CCN(CCCC2c3ccccc3Sc3ccc(Cl)cc32)CC1,1,1,1,1,0,2.636,1,0,0,,2.853,0.7321
xorphanol,C=C1C[C@H](C)[C@H]2[C@H]3Cc4ccc(O)cc4[C@@]2(CCN3CC2CCC2)C1,1,1,1,1,0,3.467,1,0,0,,2.218,0.7577
xylazine,Cc1cccc(C)c1NC1=NCCCS1,1,0,1,1,0,1.5,1,0,0,cyp_aniline,1.867,0.7658
zafuleptine,CC(C)C(CCCCCC(=O)O)NCc1ccc(F)cc1,1,1,1,1,0,1.314,1,0,0,,1.901,0.6692
zalospirone,O=C1[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C=C[C@H]43)[C@@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,1,1,1,1,0,4.87,1,0,0,,3.311,0.6763
zetidoline,CC1(C)CN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1,1,1,1,1,0,1.795,1,0,0,,2.664,0.7708
ziprasidone,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,1,1,1,1,0,2.91,1,0,0,,3.483,0.7405
zolazepam,Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C,1,1,1,1,0,2.15,1,0,0,,3.044,0.7333
zoloperone,COc1ccccc1N1CCN(CCc2oc(=O)[nH]c2-c2ccc(F)cc2)CC1,1,1,1,1,0,2.598,1,0,0,,3.17,0.7153
zoniclezole,CC(c1noc2ccc(Cl)cc12)n1ccnc1,1,0,1,1,0,2.44,1,0,0,,3.149,0.7057
zopiclone,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,1,1,1,1,0,2.766,1,0,0,cyp_pyridine_heme,3.529,0.7382
zotepine,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,1,1,1,1,0,2.223,1,0,0,,2.768,0.7663
zylofuramine,CCN[C@H](Cc1ccccc1)[C@H]1CCCO1,1,0,1,1,0,1.834,1,0,0,,1.518,0.7654
aceprometazine,CC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,1,1,1,1,0,2.381,1,0,0,,2.169,0.7599
adinazolam,CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,1,1,1,1,0,2.647,1,0,0,,3.252,0.7428
albutoin,C=CCN1C(=O)C(CC(C)C)NC1=S,1,0,1,1,0,1.16,1,0,0,,1.677,0.6821
alclometasone,C[C@@H]1C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,1,1,1,1,0,4.337,1,0,1,acrylamide_warhead; haloacetamide_warhead,2.761,0.6636
aletamine(alfetamine),C=CCC(N)Cc1ccccc1,1,0,1,0,0,1.513,1,0,0,,1.332,0.7181
algestone,CC(=O)[C@@]1(O)[C@H](O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1,1,1,1,0,3.679,1,0,1,acrylamide_warhead,2.032,0.7277
alimemazine,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,1,1,1,1,1,2.32,1,0,0,,2.062,0.3939
alpertine,CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1CCN1CCN(c2ccccc2)CC1,1,1,1,1,1,2.56,1,0,0,,2.536,0.3527
alphaprodine(betaprodine),CCC(=O)OC1(c2ccccc2)CCN(C)CC1C,1,0,1,1,0,1.905,1,0,0,,1.624,0.7618
alpidem,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,1,1,1,0,0,2.19,1,0,0,cyp_pyridine_heme,3.3,0.6571
amebucort,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,0,1,1,0,4.157,1,0,1,acrylamide_warhead,2.171,0.6775
amedalin,CNCCCC1(C)C(=O)N(c2ccccc2)c2ccccc21,1,1,1,1,0,2.361,1,0,0,,2.056,0.7761
amfonelic-acid,CCn1cc(C(=O)O)c(=O)c2ccc(Cc3ccccc3)nc21,1,1,1,1,0,2.31,1,0,0,cyp_pyridine_heme,2.419,0.6524
amiflamine,Cc1cc(N(C)C)ccc1C[C@H](C)N,1,0,1,0,1,1.28,1,0,0,,1.329,0.3643
aminoglutethimide,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,1,0,1,1,0,1.828,1,0,0,cyp_aniline,1.998,0.7063
aminopromazine,CN(C)CC(CN1c2ccccc2Sc2ccccc21)N(C)C,1,1,1,1,1,2.318,1,0,0,,2.127,0.3943
amiperone,CN(C)C(=O)C1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,1,1,1,1,0,2.15,1,0,0,,3.167,0.723
amoxapine,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,1,1,1,1,0,2.558,1,0,0,,3.194,0.7853
anisopirol,COc1ccccc1N1CCN(CCCC(O)c2ccc(F)cc2)CC1,1,1,1,1,0,2.306,1,0,0,,2.634,0.7122
aptazapine,CN1CCN2c3ccccc3Cn3cccc3C2C1,1,0,1,1,0,2.58,1,0,0,,2.374,0.7682
arfendazam,CCOC(=O)N1CCC(=O)N(c2ccccc2)c2cc(Cl)ccc21,1,1,1,1,0,2.263,1,0,0,,2.972,0.7449
asimadoline,CN(C(=O)C(c1ccccc1)c1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,1,1,1,1,0,3.164,1,0,0,,2.35,0.6421
atibeprone,Cc1c(C)c2ccc(OCc3nnc(C(C)C)s3)cc2oc1=O,1,1,1,1,0,2.086,1,0,0,,2.4,0.654
bazinaprine,N#Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,1,1,1,1,0,2.086,1,0,0,,2.4,0.7819
beclomethasonedipropionate(beclometasone-dipropionate),CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,1,0,1,1,0,4.263,0,0,1,acrylamide_warhead; haloacetamide_warhead,2.795,0.6112
befuraline,O=C(c1cc2ccccc2o1)N1CCN(Cc2ccccc2)CC1,1,1,1,1,0,2.58,1,0,0,cyp_terminal_furan,2.5,0.7539
beloxepin,Cc1cccc2c1Oc1ccccc1[C@@]1(O)CCN(C)C[C@@H]21,1,1,1,1,0,2.898,1,0,0,,2.314,0.7365
benmoxin,CC(NNC(=O)c1ccccc1)c1ccccc1,1,0,1,1,0,2.15,1,0,0,,1.993,0.7268
benzobarbital,CCC1(c2ccccc2)C(=O)NC(=O)N(C(=O)c2ccccc2)C1=O,1,1,1,1,0,2.611,1,0,0,,2.494,0.6701
benzoclidine,O=C(OC1CN2CCC1CC2)c1ccccc1,1,0,1,1,0,2.39,1,0,0,,2.329,0.6877
benzoctamine,CNCC12CCC(c3ccccc31)c1ccccc12,1,0,1,1,0,2.73,1,0,0,,2.391,0.7936
benzphetamine(benzfetamine),CC(Cc1ccccc1)N(C)Cc1ccccc1,1,0,1,1,0,1.957,1,0,0,,1.531,0.7393
besipirdine,CCCN(c1ccncc1)n1ccc2ccccc21,1,0,1,1,0,2.205,1,0,0,cyp_pyridine_heme,2.224,0.7317
betamethadol,CCC(O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,1,1,1,1,0,2.146,1,0,0,,1.518,0.6863
betamethasone-acetate(dexamethasone-acetate),CC(=O)OCC(=O)[C@@]1(OC(=O)C(C)C)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,0,1,1,0,4.263,0,0,1,acrylamide_warhead,2.795,0.6736
betamethasone-dipropionate(dexamethasone-dipropionate),CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,1,1,1,0,4.17,1,0,1,acrylamide_warhead,2.811,0.707
betamethasone-valerate,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,0,1,1,0,4.263,0,0,1,acrylamide_warhead,2.795,0.6719
bifemelane,CNCCCCOc1ccccc1Cc1ccccc1,1,1,1,1,0,1.7,1,0,0,,1.633,0.7311
binedaline,CN(C)CCN(C)n1cc(-c2ccccc2)c2ccccc21,1,1,1,1,0,2.174,1,0,0,,2.099,0.7434
brallobarbital,C=CCC1(CC(=C)Br)C(=O)NC(=O)NC1=O,1,0,1,1,0,1.31,1,0,0,,2.685,0.6335
brifentanil,CCn1nnn(CCN2CC[C@H](N(C(=O)COC)c3ccccc3F)[C@H](C)C2)c1=O,1,1,1,1,0,2.43,0,0,0,,2.92,0.6808
brofaromine,COc1cc(Br)c2oc(C3CCNCC3)cc2c1,1,0,1,1,0,1.896,1,0,0,cyp_terminal_furan,2.724,0.7883
bromamid,CN(C)C(=O)CCNc1ccc(Br)cc1,1,0,1,1,0,1.214,1,0,0,cyp_aniline,2.309,0.7273
bromodiphenhydramine(bromazine),CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,1,1,1,1,0,1.997,1,0,0,,2.315,0.7084
bromopride,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,1,1,1,1,0,1.15,1,0,0,cyp_aniline,2.3,0.7039
bromperidol-decanoate,CCCCCCCCCC(=O)OC1(c2ccc(Br)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,0,0,0,0,0,2.132,0,0,0,,2.948,0.4653
budesonide,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1,1,1,1,0,4.708,1,0,1,acrylamide_warhead,2.473,0.7352
budipine,CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,1,1,1,1,0,1.976,1,0,0,,1.694,0.7721
bufenadrine,CN(C)CCOC(c1ccccc1)c1ccccc1C(C)(C)C,1,1,1,1,0,1.896,1,0,0,,1.518,0.7232
buspirone,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,1,1,1,1,0,2.703,1,0,0,,2.379,0.7127
butalbital,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,1,0,1,1,0,1.015,0,0,0,,1.801,0.6865
butamoxane,CCCCNCC1COc2ccccc2O1,1,0,1,1,0,1.624,1,0,0,,1.732,0.7443
butriptyline,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C,1,1,1,1,0,2.226,1,0,0,,1.694,0.7787
carbenzide,CCOC(=O)NNC(C)c1ccccc1,1,0,1,1,0,1.464,1,0,0,,1.809,0.7214
carbocloral,CCOC(=O)NC(O)C(Cl)(Cl)Cl,1,0,1,1,0,1.0,1,0,1,haloacetamide_warhead,3.61,0.6821
carbromal,CCC(Br)(CC)C(=O)NC(N)=O,1,0,1,1,0,1.0,1,0,1,haloacetamide_warhead,2.179,0.7067
carfentanil,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1,1,1,1,1,0,2.13,1,0,0,,2.084,0.7253
carpipramine,NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccccc32)CC1,1,0,1,1,0,2.767,1,0,0,,2.526,0.765
carvotroline,Fc1ccc2[nH]c3c(c2c1)CN(CCc1ccncc1)CC3,1,1,1,1,1,2.507,1,0,0,cyp_pyridine_heme,3.023,0.3881
cericlamine,CN(C)C(C)(CO)Cc1ccc(Cl)c(Cl)c1,1,0,1,1,0,1.32,1,0,0,,2.65,0.7011
chlorcyclizine,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1,1,1,1,0,2.32,1,0,0,,2.562,0.7917
chlorobutanol,CCCC(O)Cl,1,0,1,0,0,1.0,1,0,1,haloacetamide_warhead,1.7,0.6915
chloroprednisone,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](Cl)C4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@@]21C,1,1,1,1,0,3.967,1,0,1,acrylamide_warhead; haloacetamide_warhead,2.878,0.667
chloroserpidine,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccc(Cl)cc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,1,0,1,0,1,4.86,0,0,0,,3.667,0.3011
